Geneid	Chr	Start	End	Strand	Length
gene-LOC116417798	NW_022279652.1	1925119	1927284	+	2166
gene-LOC116417806	NW_022279652.1	2077294	2119852	-	42559
gene-LOC100116299	NW_022279652.1	2096252	2275450	+	179199
gene-LOC116417804	NW_022279652.1	2105479	2114321	-	8843
gene-LOC116417805	NW_022279652.1	2169318	2178469	+	9152
gene-LOC107981295	NW_022279652.1	2188029	2192898	+	4870
gene-LOC100116690	NW_022279652.1	2336589	2430211	-	93623
gene-LOC107981174	NW_022279652.1	2397888	2402177	-	4290
gene-LOC116417799	NW_022279652.1	2448159	2448827	-	669
gene-LOC116417802	NW_022279652.1	2464969	2471430	-	6462
gene-LOC100116976	NW_022279652.1	2472502	2636009	+	163508
gene-LOC100678820	NW_022279652.1	2688797	2692228	-	3432
gene-LOC103317579	NW_022279652.1	2692216	2696636	+	4421
gene-LOC107982110	NW_022279652.1	2704696	2708257	+	3562
gene-LOC116417788	NW_022279652.1	2728303	2740403	+	12101
gene-LOC100115774	NW_022279652.1	2732538	2825630	-	93093
gene-Spase18-21	NW_022279652.1	2929172	3015647	-	86476
gene-LOC116417801	NW_022279652.1	2942712	2949367	-	6656
gene-LOC103318053	NW_022279652.1	3049111	3049874	+	764
gene-LOC103318054	NW_022279652.1	3068408	3069578	+	1171
gene-LOC116417800	NW_022279652.1	3080933	3086285	+	5353
gene-LOC107981274	NW_022279652.1	3109744	3110808	+	1065
gene-LOC100116347	NW_022279652.1	3123029	3369225	-	246197
gene-Cox7c	NW_022279652.1	3458912	3525852	+	66941
gene-LOC116417803	NW_022279652.1	3549687	3553478	-	3792
gene-LOC116417818	NW_022279653.1	1936	3904	+	1969
gene-LOC116417814	NW_022279653.1	4267	7182	-	2916
gene-LOC100117692	NW_022279653.1	41682	578104	-	536423
gene-LOC116417815	NW_022279653.1	497196	497358	+	163
gene-LOC107981109	NW_022279653.1	581468	583306	-	1839
gene-LOC116417816	NW_022279653.1	592653	593814	+	1162
gene-LOC116417809	NW_022279653.1	758054	759013	-	960
gene-LOC100678305	NW_022279653.1	878746	886465	-	7720
gene-LOC116417810	NW_022279653.1	887346	891934	-	4589
gene-LOC107981191	NW_022279653.1	906991	913423	-	6433
gene-LOC103317585	NW_022279653.1	914486	1034145	+	119660
gene-LOC116417811	NW_022279653.1	1044033	1045394	-	1362
gene-LOC100114198	NW_022279653.1	1188484	1356726	-	168243
gene-LOC103315992	NW_022279653.1	1241151	1244224	+	3074
gene-LOC107981552	NW_022279653.1	1245189	1246695	-	1507
gene-LOC116417817	NW_022279653.1	1269952	1273517	-	3566
gene-LOC107981553	NW_022279653.1	1312153	1315449	-	3297
gene-LOC116417812	NW_022279653.1	1372631	1373323	+	693
gene-LOC116417813	NW_022279653.1	1374973	1376322	+	1350
gene-LOC116417882	NW_022279655.1	64605	69219	-	4615
gene-LOC116417883	NW_022279655.1	95995	96405	-	411
gene-LOC100680327	NW_022279655.1	98178	103987	-	5810
gene-LOC116417884	NW_022279655.1	98632	99679	+	1048
gene-LOC116417880	NW_022279655.1	112293	120296	+	8004
gene-LOC116417874	NW_022279655.1	112961	116706	+	3746
gene-LOC103316919	NW_022279655.1	120635	122799	+	2165
gene-LOC100680005	NW_022279655.1	199659	265427	-	65769
gene-LOC116417885	NW_022279655.1	207116	210003	+	2888
gene-LOC116417875	NW_022279655.1	397746	398827	+	1082
gene-LOC103316584	NW_022279655.1	511691	512566	+	876
gene-LOC103315931	NW_022279655.1	530201	531235	+	1035
gene-LOC116417877	NW_022279655.1	597195	597923	-	729
gene-LOC116417898	NW_022279655.1	643235	644153	+	919
gene-LOC107981846	NW_022279655.1	758909	774200	-	15292
gene-LOC107981845	NW_022279655.1	873425	874612	+	1188
gene-LOC103317057	NW_022279655.1	895248	896818	-	1571
gene-LOC116417878	NW_022279655.1	964544	969873	+	5330
gene-LOC116417879	NW_022279655.1	983318	991672	+	8355
gene-LOC103316358	NW_022279655.1	1053463	1055370	+	1908
gene-LOC107980664	NW_022279655.1	1065500	1087738	-	22239
gene-LOC107981169	NW_022279655.1	1097338	1098381	-	1044
gene-LOC116417886	NW_022279655.1	1117613	1118857	+	1245
gene-LOC116417896	NW_022279655.1	1125515	1136724	+	11210
gene-LOC116417887	NW_022279655.1	1189219	1193419	-	4201
gene-LOC100678062	NW_022279655.1	1291029	1359449	+	68421
gene-LOC100117720	NW_022279655.1	1370593	1375460	+	4868
gene-LOC100677952	NW_022279655.1	1374947	1378765	-	3819
gene-LOC100117796	NW_022279655.1	1379472	1383770	+	4299
gene-LOC100117829	NW_022279655.1	1383969	1396182	-	12214
gene-LOC116417900	NW_022279655.1	1396212	1401594	+	5383
gene-LOC107981445	NW_022279655.1	1401894	1405206	-	3313
gene-LOC116417899	NW_022279655.1	1405578	1410336	+	4759
gene-LOC100114252	NW_022279655.1	1405741	1407822	-	2082
gene-LOC100117988	NW_022279655.1	1410200	1412479	-	2280
gene-LOC100117954	NW_022279655.1	1412269	1415737	+	3469
gene-LOC100117916	NW_022279655.1	1415413	1418257	-	2845
gene-LOC103315320	NW_022279655.1	1418915	1429709	+	10795
gene-LOC103315942	NW_022279655.1	1455361	1455855	-	495
gene-LOC103315940	NW_022279655.1	1506785	1510310	-	3526
gene-LOC103315941	NW_022279655.1	1510309	1512425	+	2117
gene-LOC100117369	NW_022279655.1	1575768	1581702	-	5935
gene-LOC103315939	NW_022279655.1	1600341	1602376	+	2036
gene-LOC100116405	NW_022279655.1	1621173	1638793	-	17621
gene-LOC116417889	NW_022279655.1	1636292	1645099	-	8808
gene-LOC116417890	NW_022279655.1	1661668	1662354	+	687
gene-LOC116417891	NW_022279655.1	1662721	1664766	+	2046
gene-LOC116417892	NW_022279655.1	1664809	1666023	+	1215
gene-LOC107981422	NW_022279655.1	1667865	1670535	-	2671
gene-LOC103315635	NW_022279655.1	1682008	1682623	+	616
gene-LOC100678665	NW_022279655.1	1687013	1922756	+	235744
gene-LOC116417895	NW_022279655.1	1742020	1742557	+	538
gene-LOC100119196	NW_022279655.1	1800620	1806336	-	5717
gene-LOC116417897	NW_022279655.1	1951288	1956479	+	5192
gene-LOC116417893	NW_022279655.1	1957399	1959399	+	2001
gene-LOC103316489	NW_022279656.1	190747	191715	-	969
gene-LOC116417907	NW_022279656.1	417993	670205	+	252213
gene-LOC103315892	NW_022279656.1	679646	680977	+	1332
gene-LOC116417911	NW_022279656.1	681978	684307	-	2330
gene-LOC116417902	NW_022279656.1	714986	829664	-	114679
gene-LOC116417906	NW_022279656.1	857296	857945	+	650
gene-LOC116417908	NW_022279656.1	870941	877832	-	6892
gene-LOC116417909	NW_022279656.1	878769	879693	+	925
gene-LOC116417905	NW_022279656.1	879734	882581	+	2848
gene-LOC116417910	NW_022279656.1	886727	890203	-	3477
gene-LOC103316037	NW_022279656.1	892048	893057	+	1010
gene-LOC100679865	NW_022279656.1	897732	937678	-	39947
gene-LOC103316035	NW_022279656.1	964421	971413	-	6993
gene-LOC116417904	NW_022279656.1	972050	976221	+	4172
gene-LOC103316695	NW_022279656.1	977445	982321	-	4877
gene-LOC116417903	NW_022279656.1	985118	987401	+	2284
gene-LOC116417901	NW_022279656.1	1003331	1005552	+	2222
gene-LOC107981932	NW_022279657.1	11469	17522	-	6054
gene-LOC116417916	NW_022279657.1	18335	21170	+	2836
gene-LOC103317173	NW_022279657.1	26139	27191	-	1053
gene-LOC100115493	NW_022279657.1	68214	314163	-	245950
gene-LOC116417933	NW_022279657.1	181126	181888	+	763
gene-LOC116417918	NW_022279657.1	329047	330097	+	1051
gene-LOC116738694	NW_022279657.1	330068	331079	+	1012
gene-LOC116417914	NW_022279657.1	330866	331722	-	857
gene-LOC116417932	NW_022279657.1	358610	361888	+	3279
gene-LOC107981275	NW_022279657.1	372639	387975	-	15337
gene-LOC116417915	NW_022279657.1	388238	390982	-	2745
gene-LOC100117633	NW_022279657.1	391061	395150	+	4090
gene-LOC116738692	NW_022279657.1	406604	409511	-	2908
gene-LOC116417919	NW_022279657.1	415568	416449	-	882
gene-LOC116417920	NW_022279657.1	423532	424413	+	882
gene-LOC116738695	NW_022279657.1	425321	433244	+	7924
gene-LOC107981729	NW_022279657.1	438979	442841	+	3863
gene-LOC100678588	NW_022279657.1	451838	462404	-	10567
gene-LOC116417921	NW_022279657.1	453368	454293	-	926
gene-LOC100117445	NW_022279657.1	459387	534088	+	74702
gene-LOC116417931	NW_022279657.1	555371	558882	+	3512
gene-LOC107981563	NW_022279657.1	588201	760491	-	172291
gene-LOC107981564	NW_022279657.1	745250	750355	+	5106
gene-LOC107981565	NW_022279657.1	757219	759969	+	2751
gene-LOC116417922	NW_022279657.1	774656	775912	+	1257
gene-LOC107981114	NW_022279657.1	798224	800232	+	2009
gene-LOC116417930	NW_022279657.1	840099	841823	+	1725
gene-LOC103316581	NW_022279657.1	841878	843804	-	1927
gene-LOC116417923	NW_022279657.1	956495	957853	+	1359
gene-LOC116417913	NW_022279657.1	998509	1242027	+	243519
gene-LOC116417925	NW_022279657.1	1077810	1079045	+	1236
gene-LOC116417912	NW_022279657.1	1130988	1143334	+	12347
gene-LOC100117886	NW_022279657.1	1144162	1149810	+	5649
gene-LOC107981088	NW_022279657.1	1199755	1201305	+	1551
gene-LOC116738693	NW_022279657.1	1216080	1217006	-	927
gene-LOC116417927	NW_022279657.1	1249389	1250063	-	675
gene-LOC116417928	NW_022279657.1	1250841	1258196	+	7356
gene-LOC107982113	NW_022279658.1	13864	743698	-	729835
gene-LOC103316181	NW_022279658.1	45038	46959	+	1922
gene-LOC116417939	NW_022279658.1	47095	47543	-	449
gene-LOC107981615	NW_022279658.1	71517	73915	-	2399
gene-LOC116417938	NW_022279658.1	224842	227714	-	2873
gene-LOC100679651	NW_022279658.1	370016	372334	-	2319
gene-LOC100677828	NW_022279658.1	390904	392926	+	2023
gene-LOC100114080	NW_022279658.1	453677	478259	+	24583
gene-LOC116417936	NW_022279658.1	828313	830643	+	2331
gene-LOC116417934	NW_022279658.1	830981	831405	-	425
gene-LOC116417935	NW_022279658.1	831412	833247	-	1836
gene-LOC116417941	NW_022279659.1	1897	2910	+	1014
gene-LOC116417949	NW_022279659.1	5013	6871	+	1859
gene-LOC116417947	NW_022279659.1	6945	9202	-	2258
gene-LOC116417946	NW_022279659.1	7823	10148	+	2326
gene-LOC116417950	NW_022279659.1	13095	19021	+	5927
gene-white	NW_022279659.1	23030	438010	-	414981
gene-LOC116417942	NW_022279659.1	25610	30274	-	4665
gene-LOC103317349	NW_022279659.1	30733	34979	+	4247
gene-LOC103317525	NW_022279659.1	99284	99976	-	693
gene-LOC103317524	NW_022279659.1	100032	102036	-	2005
gene-LOC116417943	NW_022279659.1	108805	111181	+	2377
gene-LOC116417945	NW_022279659.1	111256	113513	-	2258
gene-LOC103316323	NW_022279659.1	112134	114460	+	2327
gene-LOC116417944	NW_022279659.1	122710	123479	+	770
gene-LOC107981999	NW_022279659.1	531681	559526	+	27846
gene-LOC116417951	NW_022279659.1	550430	553195	-	2766
gene-LOC116417952	NW_022279659.1	603776	605096	-	1321
gene-LOC116417953	NW_022279659.1	605468	606148	-	681
gene-LOC116417954	NW_022279659.1	709603	710575	-	973
gene-LOC116417955	NW_022279659.1	712828	714592	-	1765
gene-LOC116417948	NW_022279659.1	731359	733734	+	2376
gene-LOC116417957	NW_022279660.1	37551	283592	-	246042
gene-LOC116738696	NW_022279660.1	130251	130759	-	509
gene-LOC116417956	NW_022279660.1	301962	303020	-	1059
gene-LOC116417960	NW_022279660.1	312050	315579	-	3530
gene-LOC116417959	NW_022279660.1	315755	320293	+	4539
gene-LOC116417962	NW_022279661.1	12599	241824	-	229226
gene-LOC116417964	NW_022279661.1	142001	142450	-	450
gene-LOC116417963	NW_022279661.1	143865	144490	-	626
gene-LOC116417967	NW_022279663.1	25837	26420	+	584
gene-LOC116417968	NW_022279663.1	27004	27746	-	743
gene-LOC116417969	NW_022279663.1	53967	55334	-	1368
gene-LOC116417970	NW_022279663.1	60264	65164	-	4901
gene-LOC116417971	NW_022279663.1	68112	74871	-	6760
gene-LOC116417973	NW_022279663.1	162818	164176	-	1359
gene-LOC116417974	NW_022279663.1	169244	172756	-	3513
gene-LOC116417975	NW_022279663.1	191293	195859	-	4567
gene-LOC116417966	NW_022279663.1	229398	231943	+	2546
gene-LOC116417976	NW_022279664.1	270491	270989	+	499
gene-LOC116417979	NW_022279665.1	20356	22608	-	2253
gene-LOC116417982	NW_022279665.1	49383	53183	-	3801
gene-LOC116417983	NW_022279665.1	73226	73693	-	468
gene-LOC116417994	NW_022279666.1	91547	93344	+	1798
gene-LOC116417991	NW_022279666.1	93700	98246	-	4547
gene-LOC116417992	NW_022279666.1	98413	100450	+	2038
gene-LOC116417990	NW_022279666.1	113400	115127	+	1728
gene-LOC116417988	NW_022279666.1	140077	141773	+	1697
gene-LOC116417995	NW_022279666.1	143978	145808	+	1831
gene-LOC116417987	NW_022279666.1	150451	152119	+	1669
gene-LOC116417985	NW_022279666.1	169020	171345	-	2326
gene-LOC116417986	NW_022279666.1	170449	172223	+	1775
gene-LOC116417984	NW_022279666.1	172210	174468	-	2259
gene-LOC116417996	NW_022279666.1	178378	178699	-	322
gene-LOC116417989	NW_022279666.1	185972	206431	-	20460
gene-LOC116417998	NW_022279667.1	8021	10343	-	2323
gene-LOC116417997	NW_022279667.1	11221	14819	-	3599
gene-LOC116417999	NW_022279669.1	132562	138622	-	6061
gene-LOC116418000	NW_022279669.1	138631	142866	+	4236
gene-LOC116418001	NW_022279669.1	142991	144422	-	1432
gene-LOC116738697	NW_022279670.1	93505	94980	+	1476
gene-LOC116738698	NW_022279670.1	114951	115998	-	1048
gene-LOC116418003	NW_022279670.1	116024	118092	-	2069
gene-LOC116418004	NW_022279670.1	119560	120223	-	664
gene-LOC116418011	NW_022279673.1	11551	16012	-	4462
gene-LOC116418010	NW_022279673.1	16058	20525	+	4468
gene-LOC116418008	NW_022279673.1	34279	35388	-	1110
gene-LOC116418009	NW_022279673.1	77704	79035	-	1332
gene-LOC116418005	NW_022279673.1	111130	113299	+	2170
gene-LOC116418007	NW_022279673.1	113375	115023	-	1649
gene-LOC116418006	NW_022279673.1	114256	116576	+	2321
gene-LOC116418012	NW_022279682.1	66512	74588	+	8077
gene-LOC116418014	NW_022279684.1	515	2096	+	1582
gene-LOC116738699	NW_022279684.1	3535	5704	+	2170
gene-LOC116418015	NW_022279684.1	41264	42071	+	808
gene-LOC116418017	NW_022279693.1	3515	8911	+	5397
gene-LOC116418020	NW_022279693.1	30356	32414	-	2059
gene-LOC116418019	NW_022279693.1	31237	33559	+	2323
gene-LOC116418023	NW_022279693.1	45449	48097	-	2649
gene-LOC116418021	NW_022279693.1	54083	55619	+	1537
gene-LOC116418018	NW_022279693.1	56176	59215	-	3040
gene-LOC116418024	NW_022279697.1	245	6747	+	6503
gene-LOC116418026	NW_022279697.1	21488	23132	+	1645
gene-LOC116418028	NW_022279697.1	35658	53958	+	18301
gene-LOC116418029	NW_022279698.1	16877	20717	+	3841
gene-LOC116418030	NW_022279698.1	28964	40358	+	11395
gene-LOC116418031	NW_022279699.1	45335	46772	-	1438
gene-LOC116418032	NW_022279702.1	38896	43397	+	4502
gene-LOC116418033	NW_022279705.1	86318	87664	-	1347
gene-LOC107981687	NW_022279706.1	36807	39324	-	2518
gene-LOC116738700	NW_022279706.1	39320	39606	-	287
gene-LOC116418035	NW_022279718.1	13872	17807	+	3936
gene-LOC116418036	NW_022279718.1	24393	27058	-	2666
gene-LOC116418038	NW_022279729.1	190698	194294	+	3597
gene-LOC116418039	NW_022279729.1	214229	259670	-	45442
gene-LOC116418040	NW_022279729.1	291674	292510	-	837
gene-LOC116418042	NW_022279729.1	328186	329541	+	1356
gene-LOC116418045	NW_022279729.1	423939	425183	+	1245
gene-LOC116418037	NW_022279729.1	427108	433882	+	6775
gene-LOC116418046	NW_022279750.1	7186	9549	-	2364
gene-LOC116418048	NW_022279780.1	6237	8449	+	2213
gene-LOC116418047	NW_022279780.1	8781	11253	-	2473
gene-LOC116418049	NW_022279780.1	12170	15982	-	3813
gene-LOC116418052	NW_022279780.1	29942	40445	-	10504
gene-LOC116418050	NW_022279780.1	66906	67523	-	618
gene-LOC116418051	NW_022279780.1	155454	156680	+	1227
gene-LOC100114642	NW_022279780.1	165748	305237	-	139490
gene-LOC100114419	NW_022279781.1	143635	235695	-	92061
gene-LOC116418054	NW_022279781.1	149642	157096	+	7455
gene-LOC100118293	NW_022279781.1	238687	338239	-	99553
gene-LOC116418055	NW_022279781.1	288132	291519	-	3388
gene-LOC103317124	NW_022279781.1	301695	303562	+	1868
gene-LOC116418053	NW_022279781.1	365455	367275	+	1821
gene-LOC103315686	NW_022279782.1	143031	143696	+	666
gene-LOC100116744	NW_022279784.1	54482	71025	+	16544
gene-LOC116418075	NW_022279785.1	5866	7780	+	1915
gene-LOC116418073	NW_022279785.1	8534	8688	+	155
gene-LOC116418061	NW_022279785.1	32237	32391	+	155
gene-LOC116418092	NW_022279785.1	32833	36789	+	3957
gene-LOC116418076	NW_022279785.1	44699	46613	+	1915
gene-LOC116418072	NW_022279785.1	47368	47522	+	155
gene-LOC116418093	NW_022279785.1	47964	51920	+	3957
gene-LOC116418077	NW_022279785.1	62741	64655	+	1915
gene-LOC116418083	NW_022279785.1	65410	65564	+	155
gene-LOC116418098	NW_022279785.1	66006	69963	+	3958
gene-LOC116418087	NW_022279785.1	76381	78295	+	1915
gene-LOC116418091	NW_022279785.1	79050	79204	+	155
gene-LOC116418095	NW_022279785.1	79646	83602	+	3957
gene-LOC116418078	NW_022279785.1	105607	107521	+	1915
gene-LOC116418103	NW_022279785.1	108276	108430	+	155
gene-LOC116418062	NW_022279785.1	112961	113115	+	155
gene-LOC103315560	NW_022279785.1	116933	118756	+	1824
gene-LOC116418079	NW_022279785.1	162115	164029	+	1915
gene-LOC116418063	NW_022279785.1	164784	164938	+	155
gene-LOC116418090	NW_022279785.1	165380	169335	+	3956
gene-LOC116418089	NW_022279785.1	178958	180870	+	1913
gene-LOC116418074	NW_022279785.1	181624	181778	+	155
gene-LOC116418080	NW_022279785.1	201513	203427	+	1915
gene-LOC116418064	NW_022279785.1	204182	204336	+	155
gene-LOC116418096	NW_022279785.1	204778	208734	+	3957
gene-LOC116418081	NW_022279785.1	217352	219266	+	1915
gene-LOC116418065	NW_022279785.1	220020	220174	+	155
gene-LOC116418082	NW_022279785.1	237545	239459	+	1915
gene-LOC116418066	NW_022279785.1	240214	240368	+	155
gene-LOC116418084	NW_022279785.1	261580	263494	+	1915
gene-LOC116418067	NW_022279785.1	264249	264403	+	155
gene-LOC116418085	NW_022279785.1	288453	290367	+	1915
gene-LOC116418068	NW_022279785.1	291122	291276	+	155
gene-LOC116418097	NW_022279785.1	291718	295674	+	3957
gene-LOC116418069	NW_022279785.1	315785	315939	+	155
gene-LOC116418086	NW_022279785.1	358260	360174	+	1915
gene-LOC116418070	NW_022279785.1	360929	361083	+	155
gene-LOC116418088	NW_022279785.1	392749	394663	+	1915
gene-LOC116418071	NW_022279785.1	395418	395572	+	155
gene-LOC116418059	NW_022279785.1	399469	401592	+	2124
gene-LOC116415691	NW_022279790.1	75494	80720	+	5227
gene-LOC100117099	NW_022279806.1	21256	23536	-	2281
gene-LOC116418106	NW_022279806.1	27905	29986	-	2082
gene-LOC116418108	NW_022279806.1	40799	43342	+	2544
gene-LOC116418107	NW_022279806.1	52951	57614	-	4664
gene-LOC116418109	NW_022279808.1	5888	6655	-	768
gene-LOC116418110	NW_022279808.1	7062	22730	+	15669
gene-LOC116418111	NW_022279808.1	22949	59532	-	36584
gene-LOC116418114	NW_022279810.1	30929	35112	+	4184
gene-LOC116418113	NW_022279810.1	45387	48059	-	2673
gene-LOC116418117	NW_022279812.1	43510	44551	-	1042
gene-LOC116418116	NW_022279812.1	46705	47733	-	1029
gene-LOC116418115	NW_022279812.1	51777	52949	-	1173
gene-LOC116418118	NW_022279820.1	52703	53676	-	974
gene-LOC116418119	NW_022279822.1	5791	7572	+	1782
gene-LOC100678076	NW_022279828.1	108096	108860	-	765
gene-LOC116418120	NW_022279833.1	29215	34584	-	5370
gene-LOC116418121	NW_022279833.1	36968	37935	-	968
gene-LOC116418122	NW_022279833.1	41632	43124	-	1493
gene-LOC116418126	NW_022279835.1	28679	32635	-	3957
gene-LOC116418124	NW_022279835.1	33077	33231	-	155
gene-LOC116418125	NW_022279835.1	33986	35900	-	1915
gene-LOC116418127	NW_022279837.1	61640	62443	+	804
gene-LOC116418136	NW_022279842.1	811	2726	+	1916
gene-LOC116418129	NW_022279842.1	3481	3635	+	155
gene-LOC116418143	NW_022279842.1	4077	8033	+	3957
gene-LOC116418133	NW_022279842.1	13652	15566	+	1915
gene-LOC116418139	NW_022279842.1	16321	16475	+	155
gene-LOC116418137	NW_022279842.1	30123	32037	+	1915
gene-LOC116418149	NW_022279842.1	32792	32946	+	155
gene-LOC116418144	NW_022279842.1	33388	37344	+	3957
gene-LOC116418134	NW_022279842.1	47670	49584	+	1915
gene-LOC116418150	NW_022279842.1	50339	50493	+	155
gene-LOC116418142	NW_022279842.1	50935	54890	+	3956
gene-LOC116418135	NW_022279842.1	61122	63036	+	1915
gene-LOC116418151	NW_022279842.1	63791	63945	+	155
gene-LOC116418146	NW_022279842.1	64387	68337	+	3951
gene-LOC116418141	NW_022279842.1	90630	92543	+	1914
gene-LOC116418130	NW_022279842.1	93298	93452	+	155
gene-LOC116418148	NW_022279842.1	106792	110681	+	3890
gene-LOC116418138	NW_022279842.1	117098	119012	+	1915
gene-LOC116418131	NW_022279842.1	119767	119921	+	155
gene-LOC116418145	NW_022279842.1	120363	124319	+	3957
gene-LOC116418140	NW_022279842.1	129937	131847	+	1911
gene-LOC116418132	NW_022279842.1	132598	132752	+	155
gene-LOC116418152	NW_022279844.1	35421	36489	+	1069
gene-LOC116418154	NW_022279848.1	14280	16646	+	2367
gene-LOC116418155	NW_022279848.1	22999	25392	+	2394
gene-LOC116418153	NW_022279848.1	31820	34213	+	2394
gene-LOC116418157	NW_022279850.1	3367	3957	+	591
gene-LOC116418158	NW_022279850.1	6394	7812	-	1419
gene-LOC103317565	NW_022279850.1	9308	10048	-	741
gene-LOC116418160	NW_022279850.1	13944	17937	+	3994
gene-LOC116418161	NW_022279850.1	18473	21308	+	2836
gene-LOC116418159	NW_022279850.1	22993	27230	+	4238
gene-LOC116418162	NW_022279850.1	28909	30847	+	1939
gene-LOC116418156	NW_022279850.1	33432	34882	+	1451
gene-LOC116418163	NW_022279851.1	3943	5178	-	1236
gene-LOC116418166	NW_022279851.1	15228	17615	+	2388
gene-LOC116418173	NW_022279855.1	6498	8412	+	1915
gene-LOC116418172	NW_022279855.1	9166	9320	+	155
gene-LOC116418174	NW_022279855.1	25983	27897	+	1915
gene-LOC116418167	NW_022279855.1	28652	28806	+	155
gene-LOC116418168	NW_022279855.1	46295	48209	+	1915
